Name,BSE Code,NSE Code,Industry,Current Price,Return over 3months,Return over 6months,Volume 1month average,Volume 1week average,Volume,High price,Low price,High price all time,Low price all time,Return over 1day,Return over 1week,Return over 1month,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,RSI,MACD,MACD Previous Day,MACD Signal,MACD Signal Previous Day,Return over 1year,Return over 3years,Return over 5years,Volume 1year average,Return over 7years,Return over 10years,Market Capitalization,join_key,Price to Sales,Price to Free Cash Flow,EVEBITDA,Current ratio,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,52w Index,Down from 52w high,Up from 52w low,From 52w high,Mkt Cap To Debt Cap,Dividend Payout Ratio,Graham,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Altman Z Score,Market cap to quarterly profit,Debt,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Gross block,Revaluation reserve,Accumulated depreciation,Net block,Capital work in progress,Investments,Current assets,Current liabilities,Book value of unquoted investments,Market value of quoted investments,Contingent liabilities,Total Assets,Working capital,Lease liabilities,Inventory,Trade receivables,Face value,Cash Equivalents,Advance from Customers,Trade Payables,Number of equity shares preceding year,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Capital work in progress preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 7Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back,Sales,OPM,Profit after tax,Return on capital employed,EPS,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Tax last year,Profit after tax last year,Extraordinary items last year,Net Profit last year,Dividend last year,Material cost last year,Employee cost last year,OPM last year,NPM last year,Operating profit,Interest,Depreciation,EPS last year,EBIT,Net profit,Current Tax,Tax,Other income,Last annual result date,Sales preceding year,Operating profit preceding year,Other income preceding year,EBIDT preceding year,Depreciation preceding year,EBIT preceding year,Interest preceding year,Profit before tax preceding year,Tax preceding year,Profit after tax preceding year,Extraordinary items preceding year,Net Profit preceding year,Dividend preceding year,OPM preceding year,NPM preceding year,EPS preceding year,Sales preceding 12months,Net profit preceding 12months
Sicagen India,533014.0,__NA__,Trading,63.15,0.92,18.14,37495,26761,26135,79.49,38.0,200.0,2.81,-0.77,-4.36,10.49,62.66,57.93,62.62,57.87,54.14,0.78,0.8,0.12,-0.04,50.02,41.42,18.97,65702,6.69,13.78,249.88,533014.0___NA__,0.31,16.21,9.48,2.17,2.3,0.12,46.09,32.33,-2.85,459.75,0.31,2.3,13.26,0.07,11.51,506.99,2.7,0.42,1.44,22.63,49.64,-58.69,0.15,60.62,20.56,66.18,0.79,3.13,22.63,83.24,10.17,4.03,13.1,92.59,10.16,3.38,81.39,120.73,39.57,0.0,420.18,71.67,49.57,698.62,245.38,0.0,103.98,139.63,0.7,72.78,479.09,220.69,0.0,0.0,71.82,698.62,366.66,16.6,131.08,249.32,10.0,45.89,1.62,92.15,3.96,121.24,348.78,141.4,245.38,0.12,265.74,320.18,229.86,204.51,79.05,118.52,88.84,73.44,168.35,151.41,183.14,795.45,3.41,10.49,4.29,2.65,0.0,795.45,27.16,7.1,34.26,9.77,24.49,10.65,13.84,3.35,10.49,0.0,10.49,2.37,89.36,24.67,3.41,1.32,27.16,10.65,9.77,2.65,24.49,10.49,3.35,3.35,7.1,202403.0,895.3,26.53,14.53,33.65,10.54,23.11,8.88,21.64,3.82,11.72,7.41,17.82,2.37,2.96,1.31,4.5,801.64,18.59
Simplex Mills,533018.0,__NA__,Trading,3451.1,48.22,0.65,8,3,2,4748.0,1925.05,7900.0,650.0,-4.54,-8.11,-14.42,3918.5,3381.64,3930.88,3379.29,38.96,-62.27,-32.23,-4.12,10.42,17.56,19.0,,21,16.73,14.67,10.36,533018.0___NA__,,,116.45,1.03,0.33,,,-33.33,,-3.45,,0.33,183.0,-0.35,-18.0,4.08,-294.74,,-2.06,0.0,,-40.06,0.01,54.06,27.31,79.27,0.73,-2.14,0.0,,,36.84,,,-25.27,1.74,-259.0,2.52,3.0,2.31,-6.45,0.0,0.0,6.97,4.52,0.0,0.5,3.98,0.0,0.0,2.99,2.89,0.0,0.0,1.7,6.97,0.1,0.0,0.0,0.0,1000.0,0.07,2.46,0.0,,0.0,0.32,4.02,4.52,0.0,-0.21,-0.67,-0.66,-0.93,0.0,0.0,8.17,1.05,4.16,4.3,4.47,0.0,,-0.14,36.84,-46.67,0.0,0.0,-0.5,0.61,0.11,0.04,0.07,0.21,-0.14,0.0,-0.14,0.0,-0.14,0.0,,0.03,,,-0.5,0.21,0.04,-46.67,0.07,-0.14,0.0,0.0,0.61,202403.0,0.0,-0.46,0.63,0.17,0.04,0.13,0.2,-0.07,0.0,-0.07,0.0,-0.07,0.0,,,,0.0,-0.14
Simplex Papers,533019.0,__NA__,Trading,1875.0,-4.61,33.44,11,6,17,2085.9,866.0,12270.0,54.0,-0.21,1.63,-2.12,1787.73,1641.27,1784.17,1638.92,53.81,22.76,22.36,25.09,25.68,-12.52,70.1,68.03,61,22.73,17.49,5.63,533019.0___NA__,,,-85.95,0.12,,,,40.0,,-11.9,,,-85.95,-2.29,113.09,0.55,-26.96,,-0.13,0.0,,-856.84,0.01,82.71,10.11,116.51,0.9,-2.85,0.0,,,-25.97,,,-25.59,-4.67,-187.67,12.44,3.0,0.0,-14.9,0.0,12.82,1.65,0.02,0.0,0.0,0.02,0.0,0.0,1.63,13.54,0.0,0.0,35.82,1.65,0.53,0.0,0.0,0.0,1000.0,0.02,0.0,0.0,,12.82,0.31,0.02,0.02,0.0,0.28,0.63,0.38,0.9,12.46,12.26,11.81,14.81,0.02,0.02,0.03,0.0,,-0.21,-30.88,36.67,0.0,0.0,-0.23,0.34,-0.21,0.0,-0.21,0.0,0.11,0.0,-0.21,0.32,0.11,0.0,,0.05,,,-0.23,0.0,0.0,36.67,-0.21,0.11,0.0,0.0,0.34,202403.0,-0.05,-0.22,0.0,-0.22,0.0,-0.22,0.0,-0.22,0.0,-0.22,0.0,-0.22,0.0,-440.0,,,0.0,0.1
20 Microns,533022.0,20MICRONS,Mining / Minerals / Metals,225.2,44.62,23.16,729846,816052,312746,234.94,90.0,234.94,6.6,2.01,0.18,26.77,182.05,157.72,180.47,157.09,69.23,12.82,12.31,9.09,8.16,134.11,55.29,41.55,203559,28.58,20.15,794.66,533022.0_20MICRONS,1.02,24.2,7.8,1.75,5.79,0.77,31.86,18.78,21.41,352.95,1.02,5.79,8.97,0.14,2.16,472.18,7.47,0.39,1.57,7.87,246.38,-9.93,0.06,93.07,4.27,149.89,0.96,1.27,7.87,189.11,14.58,20.14,31.58,70.17,14.58,5.36,58.18,121.37,17.64,0.0,335.31,82.32,39.05,588.44,366.29,0.0,154.06,212.23,12.26,17.4,332.0,189.54,0.0,0.0,17.73,588.44,247.69,5.75,112.83,125.52,5.0,60.3,2.97,62.03,3.53,107.83,179.63,213.47,357.6,7.51,106.23,89.1,80.74,50.93,104.16,124.45,152.01,176.64,202.58,194.99,177.0,777.49,13.59,57.38,21.7,15.89,0.0,777.49,105.65,2.14,109.59,14.35,95.24,16.46,76.98,20.82,57.38,-1.8,56.16,4.41,53.49,63.75,13.59,7.39,105.65,16.46,14.35,15.89,95.24,56.16,20.12,20.82,2.14,202403.0,701.69,85.79,2.97,88.76,13.8,74.96,17.76,57.2,15.24,41.82,0.0,41.96,2.65,12.23,5.98,11.85,738.43,51.8
ZF Commercial,533023.0,ZFCVINDIA,Auto Ancillaries,15640.85,3.34,-2.51,104205,25234,21227,18250.0,11684.0,18250.0,100.0,0.58,-2.78,-10.68,15541.88,14731.51,15541.5,14723.27,45.22,97.19,155.06,374.03,443.24,27.86,30.17,20.32,18363,15.99,16.08,29655.05,533023.0_ZFCVINDIA,7.84,616.38,43.15,4.94,109.67,8.04,52.2,1.46,7.75,2788.65,7.84,109.67,51.75,0.06,0.17,2726.5,1.83,0.03,1.15,7.96,2761.47,4.08,0.04,60.26,14.3,33.87,0.86,11.95,7.96,2656.96,154.22,16.15,778.97,1039.62,153.9,17.61,293.41,68.44,9.48,0.0,2779.17,0.0,0.0,3369.35,1177.43,0.0,591.91,668.71,82.51,26.04,2467.7,499.53,0.0,0.0,13.14,3369.35,1975.28,68.44,166.99,934.56,5.0,1291.81,4.42,374.06,1.9,0.0,1603.41,585.52,1177.43,76.83,774.2,929.72,558.09,405.66,0.0,0.0,0.0,0.0,432.24,439.96,317.94,3783.71,14.88,404.78,20.87,213.41,0.0,3783.71,563.15,95.77,658.92,109.49,549.43,5.01,544.42,139.63,404.78,0.0,404.78,32.23,61.34,463.97,14.88,10.7,563.15,5.01,109.49,213.41,549.43,404.78,146.43,139.63,95.77,202403.0,3444.59,470.31,67.01,531.61,104.76,426.85,5.67,426.89,109.22,313.47,5.71,317.67,24.65,13.65,9.1,167.48,3805.47,404.92
Alkali Metals,533029.0,ALKALI,Chemicals,151.7,35.22,9.15,178077,559856,135017,165.0,94.25,399.4,13.15,1.11,12.58,36.89,121.48,119.73,120.31,119.42,71.27,8.17,7.21,4.7,3.83,29.9,28.9,29.59,51535,12.94,19.84,154.43,533029.0_ALKALI,1.86,22.13,19.38,1.15,1.77,-32.82,31.2,55.56,-0.53,51.34,1.86,1.77,39.11,0.01,19.97,73.33,9.62,0.45,2.06,90.09,21.16,-14.8,0.0,81.2,8.06,60.95,0.92,1.57,90.09,35.48,24.6,8.87,326.1,25.34,24.55,4.09,195.48,22.57,10.18,0.0,41.16,17.98,0.61,109.37,95.46,0.83,45.99,47.29,0.19,0.0,55.24,48.06,0.0,0.0,0.52,109.37,25.85,4.64,33.87,17.97,10.0,0.23,0.43,25.09,1.02,18.59,23.87,49.47,95.46,1.33,26.27,21.21,17.65,20.65,21.92,18.19,21.44,35.87,46.66,44.76,49.84,82.86,9.86,1.43,6.22,1.11,0.0,82.86,8.17,0.54,9.12,4.6,4.52,2.56,1.55,0.42,1.43,-0.41,1.13,1.02,39.33,14.6,9.86,1.73,8.17,2.56,4.6,1.11,4.52,1.13,0.17,0.42,0.54,202403.0,88.23,9.68,1.05,10.82,4.29,6.53,2.67,3.77,0.85,2.97,-0.09,2.91,2.04,10.97,3.37,2.86,85.34,1.55
ISGEC Heavy,533033.0,ISGEC,Engineering - Turnkey Services,1237.7,33.66,30.26,156585,89700,136382,1300.0,656.0,1300.0,5.0,-0.59,-2.09,15.83,1126.8,947.19,1121.98,944.19,57.4,48.43,51.27,47.61,47.4,79.5,15.81,21.83,149105,10.84,18.57,9100.74,533033.0_ISGEC,1.46,66.56,18.55,1.28,6.56,2.94,26.18,8.23,25.15,2522.56,1.46,6.56,23.27,0.02,3.2,3543.59,3.87,0.47,2.95,0.0,355.88,-11.03,0.02,90.33,4.79,88.67,0.95,3.02,0.0,505.77,12.37,10.03,134.12,221.5,12.38,3.53,127.64,814.38,7.35,0.0,2515.21,1156.84,78.46,7835.17,1651.14,0.0,703.72,956.78,958.77,28.52,5735.29,4493.9,0.0,0.0,381.69,7835.17,1628.04,27.14,1410.33,2928.69,1.0,191.87,734.97,1422.75,7.35,1235.3,2013.24,947.42,1651.14,804.79,1392.39,1216.73,478.91,803.95,982.59,303.7,355.59,537.31,803.11,748.54,622.72,6219.34,8.01,243.67,11.84,33.14,0.0,6219.34,498.06,26.02,524.08,106.24,417.84,63.68,354.16,99.29,243.67,0.0,254.87,0.0,59.97,507.14,8.01,4.1,498.06,63.68,106.24,33.14,417.84,254.87,102.23,99.29,26.02,202403.0,6399.04,472.9,12.22,483.6,104.3,379.3,90.79,290.03,84.49,195.47,1.52,205.54,22.05,7.39,3.2,26.72,6394.12,275.97
Indian Metals,533047.0,IMFA,Mining / Minerals / Metals,750.0,14.38,46.01,481065,106342,60996,880.0,316.5,880.0,45.98,1.02,-4.97,7.49,726.97,595.15,726.34,593.67,48.7,11.36,14.24,17.29,18.77,131.4,33.68,49.06,292534,17.06,13.82,4046.53,533047.0_IMFA,1.45,11.13,6.56,2.56,15.77,0.16,42.43,-41.65,2.23,2120.09,1.45,15.77,7.49,0.3,0.49,2254.59,15.94,0.17,1.29,10.26,720.16,-6.62,0.02,76.64,14.96,136.45,0.85,1.09,10.26,804.05,7.89,25.26,20.72,218.44,7.88,5.45,63.51,184.28,53.96,0.0,2066.13,255.66,84.87,2831.82,1808.17,0.0,818.57,1009.4,65.59,371.86,1659.8,648.87,0.0,0.0,179.77,2831.82,1179.6,16.05,711.83,84.73,10.0,96.79,3.06,236.98,5.4,340.53,889.6,989.6,1808.17,69.74,413.07,281.36,219.79,350.92,679.36,765.54,909.58,1087.88,1154.99,1177.07,1274.82,2780.17,21.11,372.39,24.19,73.12,0.0,2780.17,586.87,42.22,629.09,78.03,551.06,34.94,516.12,143.73,372.39,0.0,372.39,40.47,52.71,222.3,21.11,13.39,586.87,34.94,78.03,73.12,551.06,372.39,167.77,143.73,42.22,202403.0,2676.39,488.48,8.61,506.15,107.28,398.87,65.94,323.87,98.09,232.34,-9.06,225.78,53.96,18.25,8.7,41.75,2716.51,372.98
Teamo Production,533048.0,TPHQ,Finance & Investments,1.43,15.38,20.0,11533229,29127601,66967754,1.59,0.91,4.72,0.15,-4.67,13.64,30.43,1.22,1.18,1.21,1.18,75.81,0.08,0.06,0.03,0.02,37.61,67.36,51.17,3495857,24.69,13.85,123.15,533048.0_TPHQ,0.27,-6.7,18.92,3.02,651.0,0.2,8.33,1726.32,-11.64,106.15,0.27,651.0,18.94,-0.07,0.0,46.27,-25.95,0.0,0.8,0.0,1.02,-0.15,0.0,76.47,10.06,57.14,0.9,-0.9,0.0,1.25,-2.58,8.45,29.51,0.44,-2.58,6.97,35.49,0.0,86.12,0.0,20.03,0.0,1.04,125.01,0.27,0.0,0.27,8.12,0.0,25.0,57.01,18.86,0.0,0.0,0.0,125.01,38.15,0.0,5.65,49.91,1.0,-0.18,0.0,15.37,86.12,1.04,35.51,0.01,0.27,0.0,4.36,6.96,7.08,-0.87,0.0,0.05,7.0,0.0,0.0,0.0,0.0,457.96,0.86,4.88,9.19,0.06,-6.54,457.96,3.92,2.6,6.52,0.01,6.51,0.01,6.5,1.62,4.88,0.0,4.88,0.0,98.64,1.35,0.86,1.07,3.92,0.01,0.01,0.06,6.51,4.88,1.64,1.62,2.6,202403.0,841.24,1.69,1.62,3.31,0.0,3.31,0.0,3.31,0.42,2.88,0.0,2.88,0.0,0.2,0.34,0.03,718.94,2.84
Vedavaag Systems,533056.0,__NA__,Computers - Software - Medium / Small,51.7,0.58,-2.1,54697,104346,58122,73.9,41.1,92.45,5.24,-1.19,3.65,4.85,50.85,52.31,50.79,52.31,57.32,0.54,0.48,0.31,0.26,12.56,8.42,18.18,87583,-4.04,19.93,118.51,533056.0___NA__,1.37,37.51,6.98,10.35,50.5,-3.26,99.71,97.3,45.01,120.17,1.37,50.5,11.6,0.2,0.34,105.26,2.42,0.02,1.23,0.0,38.46,0.31,0.03,32.32,30.04,25.79,0.7,1.84,0.0,63.71,24.87,8.27,14.72,37.75,24.9,4.26,54.11,2.68,22.93,0.0,97.24,3.96,0.0,136.5,88.1,0.0,59.83,18.81,0.0,7.04,92.86,8.97,0.01,0.0,0.0,136.5,86.45,0.0,0.97,12.16,10.0,4.05,0.0,1.28,2.29,3.96,91.97,28.27,88.1,0.0,59.37,74.14,35.21,,4.64,0.5,0.08,,36.52,31.03,26.11,86.7,19.25,7.89,7.76,3.44,0.0,86.7,16.69,0.09,16.78,6.68,10.1,0.2,9.9,2.01,7.89,0.0,7.89,0.0,0.0,14.53,19.25,9.1,16.69,0.2,6.68,3.44,10.1,7.89,2.87,2.01,0.09,202403.0,84.14,16.1,0.17,16.27,6.3,9.97,0.05,9.92,2.0,7.93,0.0,7.93,1.38,19.13,9.42,3.46,83.67,6.85
Manjeera Constr.,533078.0,__NA__,Construction,45.5,-8.3,22.94,238,2,2,53.3,30.0,1282.01,0.0,3.67,0.0,10.33,42.51,40.49,42.46,40.46,56.74,0.02,-0.13,-0.57,-0.72,42.78,13.65,-7.55,955,-3.59,-5.16,56.92,533078.0___NA__,0.9,1.69,35.97,1.02,0.17,,390.37,237.37,-2.24,-107.69,0.9,0.17,90.66,-3.28,-6.14,449.59,14.76,-5.84,-6.6,0.0,,-1099.91,0.06,66.52,14.63,51.67,0.85,0.14,0.0,,0.33,0.96,,197.56,0.33,0.45,8.52,297.8,12.51,0.0,-120.2,235.91,57.47,699.87,251.36,0.0,46.73,202.64,0.0,11.87,444.34,436.11,7.76,0.0,330.14,699.87,246.95,0.0,350.84,56.78,10.0,20.2,23.46,35.57,1.25,321.2,265.04,207.75,248.89,0.0,116.38,244.41,205.74,272.88,352.63,364.08,384.61,208.81,228.05,208.07,188.07,63.26,2.78,-16.44,-1.46,-13.14,0.0,87.2,-8.01,10.26,2.25,5.59,-3.34,43.84,-47.18,1.3,-48.47,0.0,-48.47,0.0,0.0,3.35,-9.19,-55.58,1.76,21.56,5.61,-38.75,3.69,-16.44,-0.01,-1.42,7.54,202303.0,98.04,10.87,5.6,16.47,6.03,10.44,52.56,-42.12,0.3,-42.42,0.0,-42.42,0.0,11.09,-43.27,-33.91,60.83,-36.59
Mold-Tek Pack.,533080.0,MOLDTKPAC,Packaging,804.7,-1.63,-13.77,57747,41746,23555,1104.95,714.6,1123.05,9.93,0.36,2.93,5.93,800.81,851.28,800.77,851.78,53.34,1.15,0.43,-1.56,-2.24,-20.71,18.17,24.52,64539,14.92,38.58,2673.92,533080.0_MOLDTKPAC,3.83,-85.52,20.81,1.91,13.06,2.42,29.79,26.55,6.9,594.39,3.83,13.06,29.16,0.05,1.9,695.78,-4.71,0.21,1.27,0.0,386.47,-4.69,0.0,23.08,27.17,12.61,0.73,3.07,0.0,284.0,33.9,19.04,180.63,62.69,33.92,7.78,148.8,126.26,16.62,0.0,577.77,47.27,0.1,819.82,508.52,0.0,132.49,477.04,10.62,38.48,273.52,143.24,0.0,0.0,0.75,819.82,208.12,0.0,103.6,136.1,5.0,1.61,2.81,33.88,3.32,47.37,174.56,376.03,508.52,16.69,113.49,79.41,75.0,43.21,108.15,95.69,41.05,72.8,239.15,183.03,90.67,698.65,19.06,66.59,14.47,20.04,-0.1,698.65,133.18,1.3,134.48,38.5,95.98,7.35,88.63,22.04,66.59,0.0,66.59,0.0,56.78,50.28,19.06,9.53,133.18,7.35,38.5,20.04,95.98,66.59,18.41,22.04,1.3,202403.0,729.92,135.53,1.38,136.8,30.23,106.57,3.96,102.72,22.29,80.35,0.11,80.43,19.9,18.57,11.01,24.25,706.48,71.62
Mahindra Holiday,533088.0,MHRIL,Hotels,460.3,10.98,16.43,462086,252444,150294,505.0,294.85,505.0,81.2,1.19,-5.93,12.86,424.06,396.0,422.8,395.4,60.08,16.89,18.07,13.93,13.18,51.61,38.07,23.94,340134,7.52,12.33,9295.85,533088.0_MHRIL,3.44,25.14,18.69,1.2,2.21,5.58,58.35,690.22,26.05,524.07,3.44,2.21,40.25,-0.01,23.6,6410.57,11.76,8.23,18.07,0.0,41.44,-43.25,0.03,78.73,8.85,56.11,0.91,1.35,0.0,57.79,14.89,9.13,1429.77,78.12,14.89,2.15,112.87,2738.28,201.54,0.0,322.53,148.4,2474.24,9846.44,6277.31,916.79,1859.79,4636.86,195.71,674.75,3013.6,2502.62,0.0,0.0,1574.05,9846.44,1578.0,1854.21,597.06,1102.41,10.0,291.93,0.0,391.28,20.13,2622.64,934.76,4417.51,6277.31,182.41,1446.85,846.49,994.07,593.88,2486.77,830.37,774.22,2.97,3971.16,2438.81,1272.98,2704.6,18.98,115.52,9.27,5.72,0.0,2704.6,513.35,114.99,628.34,336.62,291.72,132.21,159.51,43.46,115.52,0.0,116.05,0.0,0.0,742.94,18.98,4.29,513.35,132.21,336.62,5.72,291.72,116.05,-11.91,43.46,114.99,202403.0,2516.99,481.2,105.89,588.86,290.0,298.86,126.45,170.64,56.83,114.88,-1.77,113.82,0.0,19.12,4.56,5.72,2616.01,89.16
Excel Realty,533090.0,EXCEL,Construction,0.73,29.09,57.78,11952970,4640187,3474866,0.95,0.3,3.03,0.05,-1.35,2.9,-11.25,0.67,0.54,0.67,0.54,48.95,0.01,0.01,0.03,0.03,77.5,45.61,48.0,9311932,-8.87,4.21,102.98,533090.0_EXCEL,39.91,7.62,75.71,33.33,116.0,4.48,3560.47,-59.52,-9.38,172.32,39.91,116.0,86.8,-0.24,0.04,152.16,7.87,0.18,1.03,0.0,0.26,-27.35,0.04,66.15,23.16,143.33,0.77,-0.94,0.0,0.43,-14.46,-1.04,63.7,0.65,-14.46,2.98,605.76,0.04,141.07,0.0,31.25,0.1,0.0,175.67,64.48,0.0,4.02,60.3,0.0,0.0,94.66,2.84,0.0,0.0,30.46,175.67,91.86,0.0,0.39,5.36,1.0,2.33,0.0,2.15,141.07,0.1,58.51,60.46,64.48,0.0,40.95,61.39,62.77,4.11,0.51,0.61,4.27,6.18,18.86,2.08,3.64,2.58,-81.01,0.97,0.67,0.01,0.0,2.58,-2.09,3.42,1.33,0.17,1.16,0.01,1.15,0.18,0.97,0.0,0.97,0.0,87.98,0.44,-81.01,37.6,-2.09,0.01,0.17,0.01,1.16,0.97,0.17,0.18,3.42,202403.0,6.56,-3.19,3.14,-2.44,0.19,-2.63,0.04,-0.28,0.06,-2.63,2.39,-0.33,0.0,-48.63,-40.09,0.0,2.83,-1.13
Raj Oil Mills,533093.0,ROML,Solvent Extraction,51.98,12.31,9.13,14836,8203,10265,83.2,37.1,147.61,0.59,0.83,-2.8,-6.89,54.08,50.39,54.17,50.38,42.12,-0.73,-0.66,-0.65,-0.63,25.91,-5.01,,28859,77.14,39.3,155.82,533093.0_ROML,1.23,-189.85,41.03,0.51,3.03,5.9,4.71,-90.65,-15.08,-5.18,1.23,3.03,70.59,-0.18,18.11,26.0,-3.29,-93.71,-8.36,0.0,,-316.28,0.0,30.72,38.39,38.17,0.62,13.3,0.0,,205.04,13.71,,1.96,204.88,8.4,1536.6,30.96,14.99,0.0,-20.17,27.85,2.52,45.1,53.25,0.0,33.12,19.65,0.47,0.02,24.17,47.78,0.0,0.0,455.41,45.1,5.88,1.55,6.23,13.84,10.0,0.38,0.12,11.31,3.0,30.37,2.48,20.13,53.25,0.47,-7.43,-11.42,,-17.09,31.2,42.19,,129.72,20.0,20.92,,124.72,1.36,1.71,10.61,0.57,0.0,124.72,1.69,2.8,4.49,1.88,2.61,0.86,1.75,0.04,1.71,0.0,1.71,0.0,84.76,10.39,1.36,1.37,1.69,0.86,1.88,0.57,2.61,1.71,0.04,0.04,2.8,202403.0,140.36,3.72,0.5,4.7,1.45,3.25,0.17,2.6,0.18,2.86,-0.48,2.42,0.0,2.65,2.04,0.81,132.7,1.67
Bengal & Assam,533095.0,__NA__,Finance & Investments,8440.05,-3.7,2.24,1242,1544,2245,10388.95,4559.0,10388.95,50.0,0.49,-4.03,2.61,8414.97,7722.98,8415.63,7716.19,48.82,62.92,78.44,59.92,59.17,69.23,71.4,39.31,1756,26.3,34.25,9534.17,533095.0___NA__,0.74,13.01,3.71,2.54,6.32,0.19,3.81,-89.66,-86.16,9055.49,0.74,6.32,4.31,1.36,0.1,975.43,6.56,0.1,1.53,1.16,17751.09,-9.23,0.02,66.57,18.76,85.13,0.81,0.55,1.16,24927.2,5.25,12.91,6.34,435.39,5.25,4.68,30.63,421.62,11.3,0.0,9044.19,4152.09,1033.36,10470.56,8967.46,0.0,2036.0,478.37,5.07,9090.25,812.39,320.4,73.48,0.0,490.75,10470.56,491.99,0.0,377.93,331.59,10.0,32.6,63.03,169.74,1.13,5185.45,2226.9,6931.46,8967.46,232.4,1448.92,2330.04,176.21,44.55,5109.71,6474.37,421.62,371.27,6646.79,6700.92,365.62,12917.41,14.5,1560.31,20.62,3445.0,0.0,12917.41,1873.64,3699.57,2676.39,373.1,2303.29,364.44,4835.67,642.09,1560.31,2896.82,4193.58,45.2,59.0,1279.01,14.5,13.02,1873.64,364.44,373.1,3445.0,2303.29,4193.58,343.79,642.09,3699.57,202403.0,16520.97,1617.93,-7.33,1643.42,455.71,1187.71,487.85,667.04,214.25,956.47,-32.82,1070.65,28.25,9.79,6.61,830.1,16497.89,4221.74
Adani Power,533096.0,ADANIPOWER,Power Generation And Supply,718.4,22.12,31.97,16052043,8033664,10495227,896.75,235.7,896.75,15.15,-0.03,-2.69,-4.92,687.69,547.27,686.43,545.55,49.85,10.57,12.68,19.79,22.09,187.61,87.28,61.33,11518191,57.64,27.05,277082.48,533096.0_ADANIPOWER,5.52,35.37,10.85,1.6,7.14,0.15,34.36,-0.03,2.87,43145.03,5.52,7.14,12.61,0.0,1.65,81242.82,10.47,0.84,2.06,0.07,450.64,-10.4,0.02,73.27,19.7,205.49,0.8,2.44,0.07,368.68,19.6,21.39,85.51,44.86,19.6,7.13,101.46,34431.07,3856.94,184.49,39288.09,34272.37,158.7,92008.97,90709.26,0.0,27693.41,63015.85,925.12,373.51,25213.08,15788.67,0.0,0.0,1675.54,92008.97,17301.85,158.7,4142.1,11677.48,10.0,7211.76,4.89,3636.3,385.69,42180.58,9755.48,51451.38,75329.46,12879.54,11357.02,2109.35,285.11,-4652.78,52430.34,46979.7,52484.37,44150.23,52851.3,50418.76,54390.93,50351.25,36.2,20832.79,32.25,54.0,0.0,50351.25,18227.62,9883.31,28114.93,3931.33,24183.6,3388.09,20791.51,-37.28,20832.79,-4.0,20828.79,15.43,0.0,644.17,36.2,41.37,18227.62,3388.09,3931.33,54.0,24183.6,20828.79,14.0,-37.28,9883.31,202403.0,38773.3,10096.34,4215.54,14350.46,3303.68,11046.78,3333.5,7674.7,-3051.94,10765.22,-38.58,10726.64,0.0,26.04,27.76,27.81,47229.62,23334.03
NHPC Ltd,533098.0,NHPC,Power Generation And Supply,100.15,9.22,49.52,80240341,40738837,60912609,118.0,44.85,118.0,14.65,-0.55,0.89,-6.11,98.51,81.14,98.42,80.94,50.58,0.02,0.0,0.52,0.64,119.15,56.54,32.45,76165130,17.85,13.9,100601.05,533098.0_NHPC,10.45,536.47,19.55,1.13,13.53,3.04,45.76,-2.79,-8.14,38702.44,10.45,13.53,23.8,-0.13,8.08,65712.88,0.25,1.2,2.32,52.66,33.35,-42.43,0.03,75.67,15.08,123.41,0.85,1.66,52.66,55.93,14.51,7.35,71.32,4.39,14.51,2.66,183.07,32560.8,10045.03,0.0,28657.41,22053.08,7486.76,93295.49,33090.96,0.0,10953.57,21654.98,39650.3,479.04,10901.61,9612.32,0.0,498.57,13763.52,93295.49,4407.6,68.13,190.08,4419.9,10.0,3622.38,28.4,282.18,1004.5,29539.84,5565.15,22137.39,33090.96,31356.74,5317.49,2207.73,3081.35,5889.93,23365.24,19065.79,19226.73,20819.48,21993.25,24976.63,22227.13,9632.16,50.54,3624.42,7.37,3.61,-3.55,9632.16,4868.28,1761.65,6629.93,1184.13,5445.8,402.38,5043.42,1015.41,3624.42,0.0,4028.01,1908.56,0.0,1418.08,50.54,41.82,4868.28,402.38,1184.13,3.61,5445.8,4028.01,980.59,1015.41,1761.65,202403.0,10607.4,6206.39,742.51,6951.04,1214.67,5736.37,523.25,5210.98,976.24,3891.58,-2.14,4234.74,1858.33,58.51,39.94,3.87,9772.79,4162.35
